# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul  5 11:28:47 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_glon not null
# CONSTRAINT:  and st_glat not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_radverr1:    Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Radial Velocity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_facility,pl_mnum,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
WASP-158,b,WASP-158 b,Transit,1,3.65633300,0.00000400,-0.00000400,0,0.051700,0.001800,-0.001800,0,0.000000,,,0,87.700,1.500,-1.500,0,3.10000,0.70000,-1.00000,0,0,532.92,12.57,-12.57,0,532.92,12.57,-12.57,0,6350.00,150.00,-150.00,0,1.38,0.14,-0.14,0,1.39,0.18,-0.18,0,2018-10-26,295.000,15.000,-15.000,0,1590,80,-80,0,886.74570,73.10090,-73.10090,0,11.994,1.681,-1.681,0,0.1490000,0.0037000,-0.0037000,0,SuperWASP-South,0,94.354095,-71.886890,24.20,0.01,-0.01,0,4.30,0.05,-0.11,0,,,,
WASP-159,b,WASP-159 b,Transit,1,3.84040100,0.00000700,-0.00000700,0,0.053800,0.001500,-0.001500,0,0.000000,,,0,88.100,1.400,-1.400,0,0.28000,0.05000,-0.05000,0,0,730.50,10.99,-10.99,0,730.50,10.99,-10.99,0,6120.00,140.00,-140.00,0,1.41,0.12,-0.12,0,2.11,0.10,-0.10,0,2018-10-26,57.000,8.000,-8.000,0,1850,50,-50,0,174.80650,25.42640,-25.42640,0,15.468,1.009,-1.009,0,0.2328000,0.0021000,-0.0021000,0,SuperWASP-South,0,242.174385,-42.914797,35.16,0.01,-0.01,0,3.94,0.04,-0.04,0,,,,
WASP-160 B,b,WASP-160 B b,Transit,1,3.76849520,0.00000350,-0.00000350,0,0.045200,0.001200,-0.001200,0,0.000000,,,0,88.970,0.630,-0.570,0,0.28400,0.05200,-0.05100,0,0,284.00,5.00,-5.00,0,290.74,2.04,-2.04,0,5298.00,99.00,-99.00,0,0.87,0.07,-0.07,0,0.87,0.03,-0.03,0,2018-11-01,39.900,5.900,-6.100,0,1119,25,-23,0,88.35674,13.98452,-14.30235,0,12.218,0.527,-0.460,0,0.1185100,0.0009400,-0.0007800,0,SuperWASP-South,0,232.672665,-24.702096,-6.14,0.00,0.00,0,,,,,,,,
WASP-161,b,WASP-161 b,Transit,1,5.40604250,0.00000480,-0.00000480,0,0.067300,0.002300,-0.002300,0,,,,,89.010,0.690,-1.000,0,2.20000,0.29000,-0.29000,0,0,346.46,4.14,-4.14,0,346.46,4.14,-4.14,0,6400.00,100.00,-100.00,0,1.39,0.14,-0.14,0,1.71,0.08,-0.07,0,2018-12-13,230.000,12.000,-12.000,0,1557,34,-29,0,791.39670,66.74430,-66.74430,0,12.812,0.729,-0.650,0,0.2137000,0.0022000,-0.0022000,0,SuperWASP-South,0,234.510490,14.864810,37.44,1.19,-1.19,0,4.11,0.02,-0.03,0,0.647,0.052,-0.050,0
WASP-162,b,WASP-162 b,Transit,1,9.62468000,0.00001000,-0.00001000,0,0.087100,0.001300,-0.001300,0,0.434000,0.005000,-0.005000,0,89.300,0.500,-0.500,0,6.90000,0.80000,-0.80000,0,0,313.60,4.11,-4.11,0,313.60,4.11,-4.11,0,5300.00,100.00,-100.00,0,0.95,0.04,-0.04,0,1.11,0.05,-0.05,0,2018-10-26,507.000,8.000,-8.000,0,910,20,-20,0,1652.71600,63.56600,-63.56600,0,11.209,0.560,-0.560,0,0.1774000,0.0015000,-0.0015000,0,SuperWASP-South,0,272.153227,39.270024,16.82,0.00,0.00,0,4.33,0.03,-0.03,0,,,,
WASP-163,b,WASP-163 b,Transit,1,1.60968840,0.00000150,-0.00000150,0,0.026600,0.001400,-0.001400,0,,,,,85.420,1.100,-0.850,0,1.42000,0.31000,-0.23000,0,0,263.29,3.64,-3.64,0,263.29,3.64,-3.64,0,5500.00,200.00,-200.00,0,0.97,0.15,-0.15,0,1.01,0.07,-0.07,0,2018-12-13,329.000,14.000,-14.000,0,1638,68,-68,0,594.34210,66.74430,-66.74430,0,13.473,1.087,-1.087,0,0.0930000,0.0010000,-0.0010000,0,SuperWASP-South,0,10.733830,17.801554,-37.64,5.28,-5.28,0,4.41,0.04,-0.04,0,-0.076,0.093,-0.098,0
WASP-164,b,WASP-164 b,Transit,1,1.77712550,0.00000280,-0.00000280,0,0.028180,0.000650,-0.000720,0,0.000000,,,0,82.730,0.220,-0.210,0,1.96000,0.20000,-0.17000,0,0,322.00,7.00,-7.00,0,330.57,4.01,-4.01,0,5806.00,190.00,-200.00,0,0.95,0.07,-0.07,0,0.93,0.03,-0.03,0,2018-11-01,367.000,12.000,-12.000,0,1610,58,-53,0,676.97790,38.13960,-41.31790,0,12.644,0.460,-0.482,0,0.0668200,0.0008500,-0.0008400,0,SuperWASP-South,0,324.836379,-51.654937,12.26,0.00,0.00,0,,,,,,,,
WASP-165,b,WASP-165 b,Transit,1,3.46550900,0.00002300,-0.00002300,0,0.048230,0.000910,-0.000920,0,0.000000,,,0,84.900,2.500,-1.700,0,0.44000,0.25000,-0.15000,0,0,583.00,34.00,-34.00,0,612.15,28.08,-28.08,0,5599.00,150.00,-150.00,0,1.25,0.07,-0.07,0,1.75,0.18,-0.18,0,2018-11-01,76.000,10.000,-10.000,0,1624,93,-89,0,209.13214,30.82951,-29.24036,0,14.123,2.130,-1.906,0,0.1740000,0.0040000,-0.0034000,0,SuperWASP-South,0,65.210404,-72.665877,25.66,0.00,0.00,0,,,,,,,,
WASP-166,b,WASP-166 b,Transit,1,5.44354000,0.00000400,-0.00000400,0,0.064100,0.001100,-0.001100,0,0.000000,,,0,88.000,0.700,-0.700,0,0.54000,0.09000,-0.09000,0,0,113.00,1.00,-1.00,0,114.55,0.59,-0.59,0,6050.00,50.00,-50.00,0,1.19,0.06,-0.06,0,1.22,0.06,-0.06,0,2019-07-25,10.400,0.400,-0.400,0,1270,30,-30,0,32.10083,1.58915,-1.58915,0,7.062,0.336,-0.336,0,0.1500000,0.0010000,-0.0010000,0,WASP-South,0,253.962000,23.136434,23.63,0.00,0.00,0,4.34,0.05,-0.05,0,,,,
WASP-167,b,WASP-167 b,Transit,1,2.02195960,0.00000060,-0.00000060,0,0.036500,0.000600,-0.000600,0,,,,,79.900,0.300,-0.300,0,,,,,0,381.00,15.00,-13.00,0,428.42,10.80,-10.80,0,7000.00,250.00,-250.00,0,1.59,0.08,-0.08,0,1.79,0.05,-0.05,0,2017-07-27,,,,,2329,64,-64,0,2542.64000,,,1,17.710,0.560,-0.560,0,0.1135000,0.0008000,-0.0008000,0,Multiple Observatories,0,305.845969,27.250188,-3.41,0.01,-0.01,0,4.13,0.02,-0.02,0,,,,
WASP-168,b,WASP-168 b,Transit,1,4.15365800,0.00000300,-0.00000300,0,0.051900,0.000800,-0.000800,0,0.000000,,,0,84.400,0.600,-0.600,0,0.16000,0.13000,-0.09000,0,0,306.63,1.92,-1.92,0,306.63,1.92,-1.92,0,6000.00,100.00,-100.00,0,1.08,0.05,-0.05,0,1.12,0.06,-0.06,0,2018-10-26,50.000,4.000,-4.000,0,1340,40,-40,0,133.48860,12.71320,-12.71320,0,16.814,5.604,-3.363,0,0.0797000,0.0017000,-0.0017000,0,SuperWASP-South,0,255.077990,-23.414785,50.46,0.00,0.00,0,4.37,0.05,-0.05,0,,,,
WASP-169,b,WASP-169 b,Transit,1,5.61141180,0.00000920,-0.00000920,0,0.068100,0.001400,-0.001400,0,0.000000,,,0,87.900,1.400,-2.000,0,0.33000,0.07400,-0.09400,0,0,638.38,14.25,-14.25,0,638.38,14.25,-14.25,0,6110.00,101.00,-101.00,0,1.34,0.08,-0.08,0,2.01,0.19,-0.09,0,2019-09-12,52.900,5.400,-5.400,0,1604,74,-42,0,178.30263,19.38763,-19.38763,0,14.617,1.681,-0.818,0,0.2522000,0.0042000,-0.0034000,0,WASP-South,0,236.341120,14.947428,67.66,0.00,0.00,0,3.96,0.03,-0.08,0,,,,
WASP-170,b,WASP-170 b,Transit,1,2.34478022,0.00000360,-0.00000360,0,0.033700,0.001800,-0.001800,0,,,,,84.870,0.280,-0.280,0,1.60000,0.32000,-0.25000,0,0,308.27,3.70,-3.70,0,308.27,3.70,-3.70,0,5600.00,150.00,-150.00,0,0.93,0.15,-0.15,0,0.94,0.06,-0.06,0,2018-12-13,255.000,15.000,-15.000,0,1422,42,-42,0,508.52800,63.56600,-63.56600,0,12.285,0.953,-0.953,0,0.0850000,0.0010000,-0.0010000,0,SuperWASP-South,0,247.559342,16.656119,33.08,4.05,-4.05,0,4.47,0.03,-0.03,0,-0.114,0.073,-0.087,0
WASP-171,b,WASP-171 b,Transit,1,3.81862440,0.00000380,-0.00000380,0,0.050400,0.000830,-0.000830,0,0.000000,,,0,88.300,1.100,-1.900,0,1.50000,0.23000,-0.29000,0,0,774.33,19.96,-19.96,0,774.33,19.96,-19.96,0,5965.00,100.00,-100.00,0,1.17,0.06,-0.06,0,1.64,0.09,-0.05,0,2019-09-12,126.000,10.000,-10.000,0,1642,51,-35,0,344.52772,29.87602,-29.87602,0,10.985,0.785,-0.448,0,0.1908000,0.0024000,-0.0024000,0,WASP-South,0,287.371289,16.228652,10.48,0.01,-0.01,0,4.08,0.02,-0.05,0,,,,
WASP-172,b,WASP-172 b,Transit,1,5.47743300,0.00000700,-0.00000700,0,0.069400,0.001100,-0.001100,0,0.000000,,,0,86.700,1.100,-1.100,0,0.16000,0.05000,-0.05000,0,0,546.02,15.18,-15.18,0,546.02,15.18,-15.18,0,6900.00,140.00,-140.00,0,1.49,0.07,-0.07,0,1.91,0.10,-0.10,0,2018-10-26,42.000,9.000,-9.000,0,1740,60,-60,0,149.38010,31.78300,-31.78300,0,17.598,1.121,-1.121,0,0.2206000,0.0020000,-0.0020000,0,SuperWASP-South,0,307.556697,15.397943,-20.28,0.01,-0.01,0,4.05,0.05,-0.05,0,,,,
WASP-173 A,b,WASP-173 A b,Transit,1,1.38665318,0.00000027,-0.00000027,0,0.024800,0.000600,-0.000600,0,0.000000,,,0,85.200,1.100,-1.100,0,2.84000,0.37000,-0.37000,0,0,234.54,1.79,-1.79,0,234.54,1.79,-1.79,0,5800.00,140.00,-140.00,0,1.05,0.08,-0.08,0,1.11,0.05,-0.05,0,2018-10-26,645.000,7.000,-7.000,0,1880,55,-55,0,1172.79270,57.20940,-57.20940,0,13.451,0.673,-0.673,0,0.0957000,0.0007000,-0.0007000,0,SuperWASP-South,0,3.300124,-72.335870,-7.86,0.00,0.00,0,4.37,0.03,-0.03,0,,,,
WASP-174,b,WASP-174 b,Transit,1,4.23370000,0.00000300,-0.00000300,0,0.055900,0.000900,-0.000900,0,,,,,84.200,0.500,-0.500,0,,,,,0,414.69,10.27,-10.27,0,414.69,10.27,-10.27,0,6400.00,100.00,-100.00,0,1.30,0.06,-0.06,0,1.31,0.08,-0.08,0,2018-08-23,140.000,,,1,1490,50,-50,0,413.17900,,,1,14.572,5.604,-5.604,0,0.0850000,0.0020000,-0.0020000,0,SuperWASP-South,0,305.296844,21.433053,5.92,2.23,-2.23,0,4.32,0.04,-0.04,0,,,,
WASP-175,b,WASP-175 b,Transit,1,3.06529070,0.00000110,-0.00000160,0,0.044030,0.000550,-0.000550,0,0.000000,,,0,85.330,0.620,-0.620,0,0.74000,0.20000,-0.15000,0,0,638.38,14.25,-14.25,0,638.38,14.25,-14.25,0,6229.00,100.00,-100.00,0,1.21,0.04,-0.04,0,1.20,0.06,-0.06,0,2019-09-12,124.000,17.000,-17.000,0,1571,49,-49,0,314.65170,41.31790,-41.31790,0,13.540,0.908,-0.908,0,0.1115000,0.0017000,-0.0017000,0,WASP-South,0,279.088267,23.787172,5.38,0.01,-0.01,0,4.36,0.04,-0.04,0,,,,
WASP-176,b,WASP-176 b,Transit,1,3.89905200,0.00000500,-0.00000500,0,0.053500,0.001000,-0.001900,0,0.000000,,,0,86.700,1.300,-1.100,0,0.31000,0.04200,-0.04200,0,0,577.62,11.98,-11.98,0,577.62,11.98,-11.98,0,5941.00,77.00,-79.00,0,1.34,0.08,-0.13,0,1.93,0.05,-0.04,0,2020-05-21,,,,,1721,28,-21,0,271.74465,22.88376,-21.93027,0,16.870,0.560,-0.504,0,0.2147000,0.0021000,-0.0019000,0,SuperWASP-North,0,56.661936,-22.179079,4.90,0.90,-0.90,0,4.00,0.04,-0.05,0,,,,
WASP-177,b,WASP-177 b,Transit,1,3.07172200,0.00000100,-0.00000100,0,0.039570,0.000580,-0.000580,0,,,,,84.140,0.660,-0.830,0,0.17200,0.20300,-0.11000,0,0,178.00,2.00,-2.00,0,177.67,2.40,-2.40,0,5017.00,70.00,-70.00,0,0.88,0.04,-0.04,0,0.89,0.05,-0.05,0,2019-04-18,77.300,5.200,-5.200,0,1142,32,-32,0,161.45764,12.07754,-12.07754,0,17.710,7.398,-4.035,0,0.0672000,0.0013000,-0.0013000,0,SuperWASP,0,61.126546,-45.639697,-7.14,0.00,0.00,0,4.49,0.05,-0.04,0,,,,
WASP-178,b,WASP-178 b,Transit,1,3.34482850,0.00000120,-0.00000120,0,0.055800,0.001000,-0.001000,0,0.000000,,,0,85.700,0.600,-0.600,0,0.37000,0.07000,-0.07000,0,0,418.00,16.00,-16.00,0,432.55,11.22,-11.22,0,9360.00,150.00,-150.00,0,2.07,0.11,-0.11,0,1.67,0.07,-0.07,0,2019-10-10,139.000,9.000,-9.000,0,2470,60,-60,0,527.59780,38.13960,-38.13960,0,20.288,1.009,-1.009,0,0.1446000,0.0016000,-0.0016000,0,WASP-South,0,328.193789,13.315158,-23.91,0.01,-0.01,0,4.31,0.04,-0.04,0,,,,
WASP-18,b,WASP-18 b,Transit,2,0.94124000,0.00000234,-0.00000234,0,0.020000,,,0,,,,,85.680,0.279,-0.279,0,,,,,1,123.92,0.37,-0.37,0,123.92,0.37,-0.37,0,6400.00,,,0,1.22,,,0,1.23,,,0,2019-12-05,,,,,,,,,3314.82000,,,0,,,,,,,,,SuperWASP,0,279.710041,-69.321365,3.20,0.00,,0,,,,,,,,
WASP-18,c,WASP-18 c,Transit Timing Variations,2,2.15580000,0.00640000,-0.00640000,0,0.035000,,,0,0.015000,,,1,,,,,,,,,0,123.92,0.37,-0.37,0,123.92,0.37,-0.37,0,6400.00,,,0,1.22,,,0,1.23,,,0,2019-12-05,,,,,,,,,55.20000,12.30000,-12.30000,0,,,,,,,,,Transiting Exoplanet Survey Satellite (TESS),0,279.710041,-69.321365,3.20,0.00,,0,,,,,,,,
WASP-180 A,b,WASP-180 A b,Transit,1,3.40926400,0.00000100,-0.00000100,0,0.048000,0.001000,-0.001000,0,0.000000,,,0,88.100,0.100,-0.100,0,0.61000,0.07000,-0.07000,0,0,255.80,3.38,-3.38,0,255.80,3.38,-3.38,0,6600.00,200.00,-200.00,0,1.30,0.10,-0.10,0,1.19,0.06,-0.06,0,2019-09-26,100.000,10.000,-10.000,0,1540,40,-40,0,286.04700,31.78300,-31.78300,0,13.899,0.448,-0.448,0,0.1299000,0.0004000,-0.0004000,0,SuperWASP,0,224.444712,17.229241,28.90,0.10,-0.10,0,4.42,0.01,-0.01,0,,,,
WASP-181,b,WASP-181 b,Transit,1,4.51950640,0.00000340,-0.00000340,0,0.054270,0.000690,-0.000690,0,,,,,88.380,0.760,-0.590,0,0.23700,0.04400,-0.04400,0,0,443.00,8.00,-8.00,0,443.01,7.96,-7.96,0,5839.00,70.00,-70.00,0,1.04,0.04,-0.04,0,0.96,0.04,-0.04,0,2019-04-18,35.700,3.900,-3.900,0,1186,32,-26,0,95.03117,10.80622,-10.80622,0,13.271,0.796,-0.661,0,0.1277000,0.0015000,-0.0015000,0,SuperWASP,0,149.043527,-56.886192,-8.55,0.01,-0.01,0,4.49,0.04,-0.04,0,,,,
WASP-182,b,WASP-182 b,Transit,1,3.37698480,0.00000240,-0.00000240,0,0.045100,0.000900,-0.000900,0,0.000000,,,0,83.880,0.330,-0.330,0,0.31800,0.05800,-0.05800,0,0,330.64,4.58,-4.58,0,330.64,4.58,-4.58,0,5638.00,100.00,-100.00,0,1.08,0.06,-0.06,0,1.34,0.03,-0.03,0,2019-09-12,19.000,1.200,-1.200,0,1479,34,-34,0,47.03884,3.49613,-3.49613,0,9.528,0.336,-0.336,0,0.1082000,0.0015000,-0.0015000,0,WASP-South,0,359.585854,-38.587765,-34.13,0.00,0.00,0,4.22,0.03,-0.03,0,,,,
WASP-183,b,WASP-183 b,Transit,1,4.11177710,0.00000510,-0.00000510,0,0.046320,0.000750,-0.000750,0,,,,,85.370,0.610,-0.880,0,0.21000,0.24000,-0.16000,0,0,328.00,4.00,-4.00,0,328.42,3.98,-3.98,0,5313.00,72.00,-72.00,0,0.78,0.04,-0.04,0,0.87,0.04,-0.04,0,2019-04-18,74.800,6.600,-6.600,0,1111,30,-30,0,159.55066,14.93801,-14.93801,0,16.477,10.536,-3.699,0,0.0840000,0.0050000,-0.0050000,0,SuperWASP,0,253.089713,50.528363,68.71,0.01,-0.01,0,4.45,0.04,-0.04,0,,,,
WASP-184,b,WASP-184 b,Transit,1,5.18170000,0.00001000,-0.00001000,0,0.062700,0.001200,-0.001200,0,0.000000,,,0,86.900,1.100,-1.100,0,0.32000,0.09000,-0.09000,0,0,640.00,28.00,-28.00,0,675.67,17.04,-17.04,0,6000.00,100.00,-100.00,0,1.23,0.07,-0.07,0,1.65,0.09,-0.09,0,2019-10-10,58.000,10.000,-10.000,0,1480,50,-50,0,181.16310,31.78300,-31.78300,0,14.908,1.009,-1.009,0,0.1990000,0.0027000,-0.0027000,0,WASP-South,0,319.591377,30.359047,8.37,0.01,-0.01,0,4.09,0.05,-0.05,0,,,,
WASP-185,b,WASP-185 b,Transit,1,9.38755000,0.00002000,-0.00002000,0,0.090400,0.001700,-0.001700,0,0.240000,0.040000,-0.040000,0,86.800,0.300,-0.300,0,0.66000,0.16000,-0.16000,0,0,275.00,6.00,-6.00,0,281.56,3.43,-3.43,0,5900.00,100.00,-100.00,0,1.12,0.06,-0.06,0,1.50,0.08,-0.08,0,2019-10-10,88.000,4.000,-4.000,0,1160,35,-35,0,311.47340,19.06980,-19.06980,0,14.011,0.897,-0.897,0,0.1920000,0.0060000,-0.0060000,0,WASP-South,0,328.944686,39.008154,23.87,0.00,0.00,0,4.13,0.05,-0.05,0,,,,
WASP-19,b,WASP-19 b,Transit,1,0.78883899,0.00000004,-0.00000004,0,0.016340,0.000240,-0.000240,0,0.002000,0.014000,-0.002000,0,78.780,0.580,-0.580,0,0.49200,0.04600,-0.04600,0,0,270.41,1.72,-1.72,0,270.41,1.72,-1.72,0,5568.00,71.00,-71.00,0,0.90,0.04,-0.04,0,1.00,0.02,-0.02,0,2016-08-18,,,,,2520,,,0,339.76027,12.07754,-11.75971,0,15.603,0.448,-0.448,0,,,,,SuperWASP,0,273.405553,6.775996,20.79,0.00,0.00,0,4.45,0.05,-0.05,0,,,,
WASP-190,b,WASP-190 b,Transit,1,5.36775300,0.00000400,-0.00000400,0,0.066300,0.000800,-0.000800,0,0.000000,,,0,87.100,0.700,-0.700,0,,,,,0,550.76,10.19,-10.19,0,550.76,10.19,-10.19,0,6400.00,100.00,-100.00,0,1.35,0.05,-0.05,0,1.60,0.10,-0.10,0,2019-03-05,99.000,9.000,-9.000,0,1500,50,-50,0,317.83000,31.78300,-31.78300,0,12.890,1.009,-1.009,0,0.1860000,0.0020000,-0.0020000,0,WASP-South,0,319.182962,-75.897959,0.82,0.01,-0.01,0,4.17,0.04,-0.04,0,,,,
WASP-192,b,WASP-192 b,Transit,1,2.87867650,0.00000280,-0.00000280,0,0.040800,0.000800,-0.000800,0,0.000000,,,0,82.700,0.600,-0.600,0,1.62000,0.41000,-0.41000,0,0,495.00,22.00,-22.00,0,515.65,16.43,-16.43,0,5910.00,145.00,-145.00,0,1.09,0.06,-0.06,0,1.32,0.07,-0.07,0,2019-10-10,307.000,17.000,-17.000,0,1620,60,-60,0,731.00900,50.85280,-50.85280,0,13.787,0.897,-0.897,0,0.0964000,0.0040000,-0.0040000,0,WASP-South,0,327.777459,18.111560,15.90,0.01,-0.01,0,4.24,0.05,-0.05,0,,,,
WASP-2,b,WASP-2 b,Transit,1,2.15217500,0.00001200,-0.00001100,0,0.031440,0.000880,-0.000870,0,,,,,84.490,0.170,-0.180,0,0.91400,0.07400,-0.07100,0,0,153.89,1.62,-1.62,0,153.89,1.62,-1.62,0,5180.00,190.00,-190.00,0,0.90,0.08,-0.07,0,0.87,0.03,-0.03,0,2019-09-26,157.000,4.700,-4.600,0,1311,52,-50,0,295.89973,19.06980,-18.43414,0,12.117,0.460,-0.448,0,0.0745100,0.0009900,-0.0009400,0,SuperWASP,0,50.773846,-18.712638,-27.87,0.01,-0.01,0,4.51,0.02,-0.02,0,-0.313,0.081,-0.086,0
WASP-20,b,WASP-20 b,Transit,1,4.89962840,0.00000330,-0.00000330,0,0.060000,0.000690,-0.000690,0,0.000000,,,0,85.560,0.220,-0.220,0,0.13200,0.01600,-0.01600,0,0,210.00,20.00,-20.00,0,,,,,5940.00,100.00,-100.00,0,1.20,0.04,-0.04,0,1.39,0.04,-0.04,0,2015-03-05,32.800,1.700,-1.700,0,1379,31,-31,0,98.84100,5.40300,-5.40300,0,16.388,0.661,-0.661,0,0.1418000,0.0014000,-0.0014000,0,SuperWASP,0,55.915361,-82.356746,1.32,0.00,0.00,0,4.23,0.02,-0.02,0,,,,
